,nan,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
505,5,0,,Apollo Kino,Apollo Kino_HahnKirchesw_15.csv,3449.4,1033.6,75.8,4,Apollo Kino_HahnKirchesw_18.csv,3629.4,1033.6,75.8,1,Apollo Kino_HahnKirchesw_21.csv,3509.4,1033.6,75.8,3.0,1854.2,10239.3,Aachen,POINT (6.210525291514828 50.706912878117826),9080.4267436803,12394.2867907865,
506,6,1,,Capitol,Capitol_HahnKirchesw_15.csv,3353.1,1033.6,99.5,3,Capitol_HahnKirchesw_18.csv,4013.1,1033.6,99.5,6,Capitol_HahnKirchesw_21.csv,3353.1,1033.6,99.5,2.0,1828.3,9797.5,Aachen,POINT (6.210525291514828 50.706912878117826),9080.4267436803,11777.7413206158,
507,7,2,,,None_HahnKirchesw_15.csv,3585.2,1033.6,151.6,3,None_HahnKirchesw_18.csv,3786.3,1033.6,172.7,0,None_HahnKirchesw_21.csv,3705.2,1033.6,151.6,3.0,1733.2,9582.0,Aachen,POINT (6.210525291514828 50.706912878117826),9080.4267436803,11525.9647942884,
508,8,3,,Cineplex Aachen,Cineplex Aachen_HahnKirchesw_15.csv,3610.3,1033.6,176.7,3,Cineplex Aachen_HahnKirchesw_18.csv,3783.6,1033.6,170.0,0,Cineplex Aachen_HahnKirchesw_21.csv,3723.6,1033.6,170.0,4.0,1662.4,9442.9,Aachen,POINT (6.210525291514828 50.706912878117826),9080.4267436803,11293.089401426,
509,9,4,,Eden Palast,Eden Palast_HahnKirchesw_15.csv,3554.9,1033.6,121.3,4,Eden Palast_HahnKirchesw_18.csv,3854.9,1033.6,121.3,0,Eden Palast_HahnKirchesw_21.csv,3674.9,1033.6,121.3,4.0,1714.5,9393.7,Aachen,POINT (6.210525291514828 50.706912878117826),9080.4267436803,11351.4825260801,
510,10,0,,Apollo Kino,Apollo Kino_Mühlenbachstraßesw-Pannesheide_15.csv,4051.6,905.8,145.8,1,Apollo Kino_Mühlenbachstraßesw-Pannesheide_18.csv,4051.6,905.8,145.8,3,no routes possible to this cinema,,,,,1079.7,6329.3,Aachen,POINT (6.058203084756187 50.84477924594339),10271.2776640906,7279.73716665306,
511,11,1,,Capitol,Capitol_Mühlenbachstraßesw-Pannesheide_15.csv,3045.3,905.8,99.5,1,Capitol_Mühlenbachstraßesw-Pannesheide_18.csv,3045.3,905.8,99.5,1,no routes possible to this cinema,,,,,1147.4,6738.0,Aachen,POINT (6.058203084756187 50.84477924594339),10271.2776640906,7666.68503837354,
512,12,2,,,None_Mühlenbachstraßesw-Pannesheide_15.csv,3298.5,905.8,172.7,0,None_Mühlenbachstraßesw-Pannesheide_18.csv,3298.5,905.8,172.7,0,no routes possible to this cinema,,,,,1449.3,6972.8,Aachen,POINT (6.058203084756187 50.84477924594339),10271.2776640906,8192.96114618522,
513,13,3,,Cineplex Aachen,Cineplex Aachen_Mühlenbachstraßesw-Pannesheide_15.csv,3295.8,905.8,170.0,0,Cineplex Aachen_Mühlenbachstraßesw-Pannesheide_18.csv,3295.8,905.8,170.0,0,no routes possible to this cinema,,,,,1417.5,7178.6,Aachen,POINT (6.058203084756187 50.84477924594339),10271.2776640906,8409.1461737444,
514,14,4,,Eden Palast,Eden Palast_Mühlenbachstraßesw-Pannesheide_15.csv,3247.1,905.8,121.3,0,Eden Palast_Mühlenbachstraßesw-Pannesheide_18.csv,3247.1,905.8,121.3,0,no routes possible to this cinema,,,,,1422.4,7151.5,Aachen,POINT (6.058203084756187 50.84477924594339),10271.2776640906,8434.82877437231,
515,15,0,,Apollo Kino,Apollo Kino_Senserbachweg-Seffent_15.csv,1796.4,520.6,75.8,0,Apollo Kino_Senserbachweg-Seffent_18.csv,1796.4,520.6,75.8,0,Apollo Kino_Senserbachweg-Seffent_21.csv,1806.4,520.6,145.8,0.0,805.2,3831.2,Aachen,POINT (6.02390654661149 50.77519010787857),6426.81261680928,3930.99064220443,
516,16,1,,Capitol,Capitol_Senserbachweg-Seffent_15.csv,1944.5,585.0,99.5,0,Capitol_Senserbachweg-Seffent_18.csv,1884.5,585.0,99.5,0,Capitol_Senserbachweg-Seffent_21.csv,1764.5,585.0,99.5,0.0,869.6,3945.3,Aachen,POINT (6.02390654661149 50.77519010787857),6426.81261680928,4499.78902827752,
517,17,2,,,None_Senserbachweg-Seffent_15.csv,1773.3,520.6,172.7,0,None_Senserbachweg-Seffent_18.csv,1773.3,520.6,172.7,0,None_Senserbachweg-Seffent_21.csv,1593.3,520.6,172.7,0.0,848.7,3719.3,Aachen,POINT (6.02390654661149 50.77519010787857),6426.81261680928,4312.08851762267,
518,18,3,,Cineplex Aachen,Cineplex Aachen_Senserbachweg-Seffent_15.csv,1770.6,520.6,170.0,0,Cineplex Aachen_Senserbachweg-Seffent_18.csv,1770.6,520.6,170.0,0,Cineplex Aachen_Senserbachweg-Seffent_21.csv,1590.6,520.6,170.0,0.0,782.9,3805.0,Aachen,POINT (6.02390654661149 50.77519010787857),6426.81261680928,4473.45020835567,
519,19,4,,Eden Palast,Eden Palast_Senserbachweg-Seffent_15.csv,1721.9,520.6,121.3,0,Eden Palast_Senserbachweg-Seffent_18.csv,1721.9,520.6,121.3,0,Eden Palast_Senserbachweg-Seffent_21.csv,2245.2,520.6,224.6,1.0,774.1,3706.7,Aachen,POINT (6.02390654661149 50.77519010787857),6426.81261680928,4359.37513020193,
